1153637307228893225,1153348653122076676,berkingurcan,"Result<Vec<(MessageId, serenity::model:🆔:ChannelId, std::string::String, std::string::String, Timestamp, Vec<serenity::model::prelude::User>, Vec<MessageReaction>, Option<Box<serenity::model::channel::Message>>, Option<PartialMember>)>, SerenityError>",2023-09-19T10:22:47.588Z,,,"1153632444667408384: ```rust
let extracted_data: Result<Vec<_>, _> = _messages.map(|messages| {
            messages.iter().map(|message| {
                (
                    message.id,
                    message.channel_id,
                    message.author.name.clone(), 
                    message.content.clone(),
                    message.timestamp,
                    message.mentions.clone(),
                    message.reactions.clone(),
                    message.referenced_message.clone(), 
                    message.member.clone(),
                )
            }).collect()
});
```

Ok([(MessageId(1153631051785195531), ChannelId(1153348653122076676), ""berkingurcan"", """", Timestamp(2023-09-19T09:57:56.174Z), [User { id: UserId(388033380903682058), avatar: Some(""c9aeecc1fae3a381dc05b057e926465f""), bot: false, discriminator: 0, name: ""ceneksanzak"", public_flags: Some((empty)), banner: None, accent_colour: None, member: None }], [], Some(Message { id: MessageId(1153630026177183804), channel_id: ChannelId(1153348653122076676), author: User { id: UserId(388033380903682058), avatar: Some(""c9aeecc1fae3a381dc05b057e926465f""), bot: false, discriminator: 0, name: ""ceneksanzak"", public_flags: Some((empty)), banner: None, accent_colour: None, member: None }, content: """", timestamp: Timestamp(2023-09-19T09:53:51.650Z), edited_timestamp: None, tts: false, mention_everyone: false, mentions: [], mention_roles: [], mention_channels: [], attachments: [], embeds: [], reactions: [], nonce: Null, pinned: false, webhook_id: None, kind: MemberJoin, activity: None, application: None, application_id: None, message_reference: None, flags: Some((empty)), referenced_message: None, interaction: None, thread: None, components: [], sticker_items: [], guild_id: None, member: None }), None),",
1153637072859578368,1153348653122076676,berkingurcan,"```
Result<Vec<(MessageId, serenity::model::id::ChannelId, std::string::String, std::string::String, Timestamp, Vec<serenity::model::prelude::User>, Vec<MessageReaction>, Option<Box<serenity::model::channel::Message>>, Option<PartialMember>)>, SerenityError>```",2023-09-19T10:21:51.710Z,,,,
1153632444667408384,1153348653122076676,berkingurcan,"```rust
let extracted_data: Result<Vec<_>, _> = _messages.map(|messages| {
            messages.iter().map(|message| {
                (
                    message.id,
                    message.channel_id,
                    message.author.name.clone(), 
                    message.content.clone(),
                    message.timestamp,
                    message.mentions.clone(),
                    message.reactions.clone(),
                    message.referenced_message.clone(), 
                    message.member.clone(),
                )
            }).collect()
});
```

Ok([(MessageId(1153631051785195531), ChannelId(1153348653122076676), ""berkingurcan"", """", Timestamp(2023-09-19T09:57:56.174Z), [User { id: UserId(388033380903682058), avatar: Some(""c9aeecc1fae3a381dc05b057e926465f""), bot: false, discriminator: 0, name: ""ceneksanzak"", public_flags: Some((empty)), banner: None, accent_colour: None, member: None }], [], Some(Message { id: MessageId(1153630026177183804), channel_id: ChannelId(1153348653122076676), author: User { id: UserId(388033380903682058), avatar: Some(""c9aeecc1fae3a381dc05b057e926465f""), bot: false, discriminator: 0, name: ""ceneksanzak"", public_flags: Some((empty)), banner: None, accent_colour: None, member: None }, content: """", timestamp: Timestamp(2023-09-19T09:53:51.650Z), edited_timestamp: None, tts: false, mention_everyone: false, mentions: [], mention_roles: [], mention_channels: [], attachments: [], embeds: [], reactions: [], nonce: Null, pinned: false, webhook_id: None, kind: MemberJoin, activity: None, application: None, application_id: None, message_reference: None, flags: Some((empty)), referenced_message: None, interaction: None, thread: None, components: [], sticker_items: [], guild_id: None, member: None }), None),",2023-09-19T10:03:28.263Z,,,,
1153631051785195531,1153348653122076676,berkingurcan,,2023-09-19T09:57:56.174Z,388033380903682058: ceneksanzak,,1153630026177183804: ,
1153630026177183804,1153348653122076676,ceneksanzak,"Welcome, <@388033380903682058>. We hope you brought pizza.",2023-09-19T09:53:51.650Z,,,,
1153629158199537674,1153348653122076676,berkingurcan,heyo jord,2023-09-19T09:50:24.708Z,,,,
1153626037989675008,1153348653122076676,berkingurcan,wızt,2023-09-19T09:38:00.792Z,,,,
1153588713624965172,1153348653122076676,berkingurcan,what what,2023-09-19T07:09:41.970Z,,,,
1153588607873994782,1153348653122076676,berkingurcan,so what?,2023-09-19T07:09:16.757Z,,"1, 👍",1153587833039224882: helololo,
1153587833039224882,1153348653122076676,berkingurcan,helololo,2023-09-19T07:06:12.022Z,,,,
